1,16,22
2,16,22
3,15,22
4,15,21
5,16,22
6,15,23
7,17,23
8,17,23
9,14,20
10,14,21
11,15,21
12,16,22
13,12,20
14,14,22
15,14,19
16,10,19
17,13,20
18,9,17
19,12,18
20,11,17
21,8,16
22,9,15
23,11,17
24,6,13
25,9,15
26,8,14
27,6,13
28,6,13
29,8,15
30,10,15
31,8,15
32,8,15
33,9,16
34,9,16
35,9,16
36,12,16
37,8,15
38,9,16
39,11,17
40,12,16
41,10,18
42,11,16
43,9,17
44,13,18
45,11,17
46,12,18
47,12,19
48,14,19
49,14,20
50,15,22
51,19,24
52,17,24
