1,11,15,18,18,22,24
2,14,16,23,21,23,26
3,11,14,19,18,21,24
4,9,13,18,18,20,24
5,4,10,16,15,17,20
6,2,9,15,12,15,19
7,2,8,14,10,14,17
8,6,9,14,13,15,18
9,3,9,14,12,16,19
10,6,11,15,15,17,20
11,9,12,15,15,18,22
12,11,16,21,18,22,26
